Names,Year,Total,Gender,Type
Claudia,1997,30,Girl,Spain
Gabriela,1997,0,Girl,Spain
Lola,1997,0,Girl,Spain
Lia,1997,5,Girl,Spain
Samantha,1997,75,Girl,Spain
Ana,1997,6,Girl,Spain
Maia,1997,0,Girl,Spain
Paulina,1997,0,Girl,Spain
Alexa,1997,0,Girl,Spain
Martina,1997,22,Girl,Spain
Francesca,1997,7,Girl,Spain
Adriana,1997,0,Girl,Spain
Daniela,1997,0,Girl,Spain
Samara,1997,3,Girl,Spain
Elisa,1997,4,Girl,Spain
Luna,1997,0,Girl,Spain
Valeria,1997,0,Girl,Spain
Paula,1997,33,Girl,Spain
Bianca,1997,3,Girl,Spain
Antonia,1997,3,Girl,Spain
Ariana,1997,0,Girl,Spain
Carmen,1997,0,Girl,Spain
Regina,1997,10,Girl,Spain
Allison,1997,6,Girl,Spain
Alma,1997,4,Girl,Spain
Amalia,1997,0,Girl,Spain
Isadora,1997,0,Girl,Spain
Juliana,1997,3,Girl,Spain
Alba,1997,0,Girl,Spain
Amaia,1997,0,Girl,Spain
Aurora,1997,0,Girl,Spain
Celeste,1997,0,Girl,Spain
Luca,1997,0,Girl,Spain
Valentina,1997,0,Girl,Spain
Camila,1997,0,Girl,Spain
Catalina,1997,0,Girl,Spain
Dylan,1997,0,Girl,Spain
Jules,1997,0,Girl,Spain
Justina,1997,0,Girl,Spain
Luciana,1997,0,Girl,Spain
Mariana,1997,0,Girl,Spain
Miranda,1997,0,Girl,Spain
Renata,1997,0,Girl,Spain
Sage,1997,0,Girl,Spain
Salome,1997,0,Girl,Spain
Vera,1997,0,Girl,Spain
Noa,1997,0,Girl,Spain
Ivanna,1997,0,Girl,Spain
Alejandra,1997,0,Girl,Spain
Antonella,1997,0,Girl,Spain
Emma,1998,514,Girl,Spain
Emily,1998,178,Girl,Spain
Chloe,1998,575,Girl,Spain
Leah,1998,146,Girl,Spain
Mia,1998,11,Girl,Spain
Laura,1998,357,Girl,Spain
Nicole,1998,245,Girl,Spain
Eva,1998,59,Girl,Spain
Olivia,1998,43,Girl,Spain
Abigail,1998,35,Girl,Spain
Amelia,1998,10,Girl,Spain
Julia,1998,23,Girl,Spain
Zoe,1998,65,Girl,Spain
Maria,1998,52,Girl,Spain
Elizabeth,1998,68,Girl,Spain
Isabel,1998,24,Girl,Spain
Isabella,1998,7,Girl,Spain
Victoria,1998,38,Girl,Spain
Sara,1998,46,Girl,Spain
Clara,1998,35,Girl,Spain
Lara,1998,21,Girl,Spain
Alex,1998,10,Girl,Spain
Alicia,1998,14,Girl,Spain
Andrea,1998,43,Girl,Spain
Alana,1998,27,Girl,Spain
Natalia,1998,0,Girl,Spain
Sofia,1998,5,Girl,Spain
Carla,1998,32,Girl,Spain
Angel,1998,9,Girl,Spain
Lucia,1998,7,Girl,Spain
Emilia,1998,0,Girl,Spain
Elena,1998,8,Girl,Spain
Amanda,1998,33,Girl,Spain
Claudia,1998,35,Girl,Spain
Gabriela,1998,0,Girl,Spain
Lola,1998,4,Girl,Spain
Lia,1998,4,Girl,Spain
Samantha,1998,30,Girl,Spain
Ana,1998,0,Girl,Spain
Maia,1998,0,Girl,Spain
Paulina,1998,0,Girl,Spain
Alexa,1998,0,Girl,Spain
Martina,1998,7,Girl,Spain
Francesca,1998,3,Girl,Spain
Adriana,1998,0,Girl,Spain
Daniela,1998,0,Girl,Spain
Samara,1998,0,Girl,Spain
Elisa,1998,0,Girl,Spain
Luna,1998,0,Girl,Spain
Valeria,1998,0,Girl,Spain
Paula,1998,9,Girl,Spain
Bianca,1998,4,Girl,Spain
Antonia,1998,6,Girl,Spain
Ariana,1998,0,Girl,Spain
Carmen,1998,3,Girl,Spain
Regina,1998,6,Girl,Spain
Allison,1998,6,Girl,Spain
Alma,1998,0,Girl,Spain
Amalia,1998,0,Girl,Spain
Isadora,1998,0,Girl,Spain
Juliana,1998,0,Girl,Spain
Alba,1998,0,Girl,Spain
Amaia,1998,0,Girl,Spain
Aurora,1998,0,Girl,Spain
Celeste,1998,0,Girl,Spain
Luca,1998,0,Girl,Spain
Valentina,1998,0,Girl,Spain
Camila,1998,0,Girl,Spain
Catalina,1998,0,Girl,Spain
Dylan,1998,0,Girl,Spain
Jules,1998,0,Girl,Spain
Justina,1998,0,Girl,Spain
Luciana,1998,0,Girl,Spain
Mariana,1998,0,Girl,Spain
Miranda,1998,0,Girl,Spain
Renata,1998,0,Girl,Spain
Sage,1998,0,Girl,Spain
Salome,1998,0,Girl,Spain
Vera,1998,0,Girl,Spain
Noa,1998,0,Girl,Spain
Ivanna,1998,0,Girl,Spain
Alejandra,1998,0,Girl,Spain
Antonella,1998,0,Girl,Spain
Emma,1999,549,Girl,Spain
Emily,1999,285,Girl,Spain
Chloe,1999,615,Girl,Spain
Leah,1999,185,Girl,Spain
Mia,1999,23,Girl,Spain
Laura,1999,397,Girl,Spain
Nicole,1999,266,Girl,Spain
Eva,1999,77,Girl,Spain
Olivia,1999,112,Girl,Spain
Abigail,1999,44,Girl,Spain
Amelia,1999,7,Girl,Spain
Julia,1999,23,Girl,Spain
Zoe,1999,69,Girl,Spain
Maria,1999,62,Girl,Spain
Elizabeth,1999,82,Girl,Spain
Isabel,1999,23,Girl,Spain
Isabella,1999,16,Girl,Spain
Victoria,1999,55,Girl,Spain
Sara,1999,29,Girl,Spain
Clara,1999,47,Girl,Spain
Lara,1999,28,Girl,Spain
Alex,1999,19,Girl,Spain
Alicia,1999,16,Girl,Spain
Andrea,1999,69,Girl,Spain
Alana,1999,40,Girl,Spain
Natalia,1999,0,Girl,Spain
Sofia,1999,4,Girl,Spain
Carla,1999,24,Girl,Spain
Angel,1999,11,Girl,Spain
Lucia,1999,6,Girl,Spain
Emilia,1999,0,Girl,Spain
Elena,1999,6,Girl,Spain
Amanda,1999,22,Girl,Spain
Claudia,1999,29,Girl,Spain
Gabriela,1999,0,Girl,Spain
Lola,1999,4,Girl,Spain
Lia,1999,10,Girl,Spain
Samantha,1999,39,Girl,Spain
Ana,1999,0,Girl,Spain
Maia,1999,3,Girl,Spain
Paulina,1999,0,Girl,Spain
Alexa,1999,0,Girl,Spain
Martina,1999,9,Girl,Spain
Francesca,1999,9,Girl,Spain
Adriana,1999,0,Girl,Spain
Daniela,1999,3,Girl,Spain
Samara,1999,0,Girl,Spain
Elisa,1999,0,Girl,Spain
Luna,1999,0,Girl,Spain
Valeria,1999,0,Girl,Spain
Paula,1999,13,Girl,Spain
Bianca,1999,8,Girl,Spain
Antonia,1999,0,Girl,Spain
Ariana,1999,0,Girl,Spain
Carmen,1999,5,Girl,Spain
Regina,1999,6,Girl,Spain
Allison,1999,11,Girl,Spain
Alma,1999,3,Girl,Spain
Amalia,1999,0,Girl,Spain
Isadora,1999,0,Girl,Spain
Juliana,1999,0,Girl,Spain
Alba,1999,0,Girl,Spain
Amaia,1999,0,Girl,Spain
Aurora,1999,0,Girl,Spain
Celeste,1999,0,Girl,Spain
Luca,1999,0,Girl,Spain
Valentina,1999,0,Girl,Spain
Camila,1999,0,Girl,Spain
Catalina,1999,0,Girl,Spain
Dylan,1999,0,Girl,Spain
Jules,1999,0,Girl,Spain
Justina,1999,0,Girl,Spain
Luciana,1999,0,Girl,Spain
Mariana,1999,0,Girl,Spain
Miranda,1999,4,Girl,Spain
Renata,1999,0,Girl,Spain
Sage,1999,0,Girl,Spain
Salome,1999,0,Girl,Spain
Vera,1999,0,Girl,Spain
Noa,1999,0,Girl,Spain
Ivanna,1999,0,Girl,Spain
Alejandra,1999,0,Girl,Spain
Antonella,1999,0,Girl,Spain
Emma,2000,594,Girl,Spain
Emily,2000,262,Girl,Spain
Chloe,2000,553,Girl,Spain
Leah,2000,302,Girl,Spain
Mia,2000,43,Girl,Spain
Laura,2000,315,Girl,Spain
Nicole,2000,261,Girl,Spain
Eva,2000,82,Girl,Spain
Olivia,2000,88,Girl,Spain
Abigail,2000,54,Girl,Spain
Amelia,2000,11,Girl,Spain
Julia,2000,18,Girl,Spain
Zoe,2000,115,Girl,Spain
Maria,2000,78,Girl,Spain
Elizabeth,2000,83,Girl,Spain
Isabel,2000,33,Girl,Spain
Isabella,2000,17,Girl,Spain
Victoria,2000,49,Girl,Spain
Sara,2000,40,Girl,Spain
Clara,2000,49,Girl,Spain
Lara,2000,44,Girl,Spain
Alex,2000,26,Girl,Spain
Alicia,2000,16,Girl,Spain
Andrea,2000,67,Girl,Spain
Alana,2000,31,Girl,Spain
Natalia,2000,0,Girl,Spain
Sofia,2000,11,Girl,Spain
Carla,2000,36,Girl,Spain
Angel,2000,20,Girl,Spain
Lucia,2000,11,Girl,Spain
Emilia,2000,0,Girl,Spain
Elena,2000,12,Girl,Spain
Amanda,2000,27,Girl,Spain
Claudia,2000,28,Girl,Spain
Gabriela,2000,0,Girl,Spain
Lola,2000,0,Girl,Spain
Lia,2000,15,Girl,Spain
Samantha,2000,31,Girl,Spain
Ana,2000,9,Girl,Spain
Maia,2000,6,Girl,Spain
Paulina,2000,0,Girl,Spain
Alexa,2000,0,Girl,Spain
Martina,2000,17,Girl,Spain
Francesca,2000,5,Girl,Spain
Adriana,2000,0,Girl,Spain
Daniela,2000,0,Girl,Spain
Samara,2000,0,Girl,Spain
Elisa,2000,0,Girl,Spain
Luna,2000,0,Girl,Spain
Valeria,2000,0,Girl,Spain
Paula,2000,9,Girl,Spain
Bianca,2000,6,Girl,Spain
Antonia,2000,3,Girl,Spain
Ariana,2000,0,Girl,Spain
Carmen,2000,3,Girl,Spain
Regina,2000,5,Girl,Spain
Allison,2000,0,Girl,Spain
Alma,2000,0,Girl,Spain
Amalia,2000,0,Girl,Spain
Isadora,2000,0,Girl,Spain
Juliana,2000,0,Girl,Spain
Alba,2000,0,Girl,Spain
Amaia,2000,0,Girl,Spain
Aurora,2000,0,Girl,Spain
Celeste,2000,0,Girl,Spain
Luca,2000,0,Girl,Spain
Valentina,2000,0,Girl,Spain
Camila,2000,0,Girl,Spain
Catalina,2000,0,Girl,Spain
Dylan,2000,0,Girl,Spain
Jules,2000,0,Girl,Spain
Justina,2000,0,Girl,Spain
Luciana,2000,0,Girl,Spain
Mariana,2000,3,Girl,Spain
Miranda,2000,0,Girl,Spain
Renata,2000,0,Girl,Spain
Sage,2000,0,Girl,Spain
Salome,2000,0,Girl,Spain
Vera,2000,0,Girl,Spain
Noa,2000,0,Girl,Spain
Ivanna,2000,0,Girl,Spain
Alejandra,2000,0,Girl,Spain
Antonella,2000,0,Girl,Spain
Emma,2001,592,Girl,Spain
Emily,2001,287,Girl,Spain
Chloe,2001,556,Girl,Spain
Leah,2001,374,Girl,Spain
Mia,2001,73,Girl,Spain
Laura,2001,361,Girl,Spain
Nicole,2001,259,Girl,Spain
Eva,2001,127,Girl,Spain
Olivia,2001,84,Girl,Spain
Abigail,2001,77,Girl,Spain
Amelia,2001,10,Girl,Spain
Julia,2001,29,Girl,Spain
Zoe,2001,129,Girl,Spain
Maria,2001,87,Girl,Spain
Elizabeth,2001,86,Girl,Spain
Isabel,2001,34,Girl,Spain
Isabella,2001,14,Girl,Spain
Victoria,2001,48,Girl,Spain
Sara,2001,58,Girl,Spain
Clara,2001,43,Girl,Spain
Lara,2001,44,Girl,Spain
Alex,2001,39,Girl,Spain
Alicia,2001,26,Girl,Spain
Andrea,2001,57,Girl,Spain
Alana,2001,50,Girl,Spain
Natalia,2001,0,Girl,Spain
Sofia,2001,8,Girl,Spain
Carla,2001,27,Girl,Spain
Angel,2001,11,Girl,Spain
Lucia,2001,13,Girl,Spain
Emilia,2001,6,Girl,Spain
Elena,2001,18,Girl,Spain
Amanda,2001,32,Girl,Spain
Claudia,2001,49,Girl,Spain
Gabriela,2001,3,Girl,Spain
Lola,2001,6,Girl,Spain
Lia,2001,16,Girl,Spain
Samantha,2001,37,Girl,Spain
Ana,2001,14,Girl,Spain
Maia,2001,5,Girl,Spain
Paulina,2001,0,Girl,Spain
Alexa,2001,0,Girl,Spain
Martina,2001,8,Girl,Spain
Francesca,2001,14,Girl,Spain
Adriana,2001,5,Girl,Spain
Daniela,2001,3,Girl,Spain
Samara,2001,0,Girl,Spain
Elisa,2001,5,Girl,Spain
Luna,2001,0,Girl,Spain
Valeria,2001,3,Girl,Spain
Paula,2001,10,Girl,Spain
Bianca,2001,9,Girl,Spain
Antonia,2001,9,Girl,Spain
Ariana,2001,3,Girl,Spain
Carmen,2001,5,Girl,Spain
Regina,2001,5,Girl,Spain
Allison,2001,0,Girl,Spain
Alma,2001,0,Girl,Spain
Amalia,2001,0,Girl,Spain
Isadora,2001,0,Girl,Spain
Juliana,2001,0,Girl,Spain
Alba,2001,0,Girl,Spain
Amaia,2001,0,Girl,Spain
Aurora,2001,0,Girl,Spain
Celeste,2001,0,Girl,Spain
Luca,2001,0,Girl,Spain
Valentina,2001,0,Girl,Spain
Camila,2001,0,Girl,Spain
Catalina,2001,0,Girl,Spain
Dylan,2001,0,Girl,Spain
Jules,2001,0,Girl,Spain
Justina,2001,0,Girl,Spain
Luciana,2001,0,Girl,Spain
Mariana,2001,0,Girl,Spain
Miranda,2001,0,Girl,Spain
Renata,2001,0,Girl,Spain
Sage,2001,0,Girl,Spain
Salome,2001,0,Girl,Spain
Vera,2001,0,Girl,Spain
Noa,2001,0,Girl,Spain
Ivanna,2001,0,Girl,Spain
Alejandra,2001,0,Girl,Spain
Antonella,2001,0,Girl,Spain
Emma,2002,532,Girl,Spain
Emily,2002,278,Girl,Spain
Chloe,2002,516,Girl,Spain
Leah,2002,351,Girl,Spain
Mia,2002,119,Girl,Spain
Laura,2002,349,Girl,Spain
Nicole,2002,228,Girl,Spain
Eva,2002,112,Girl,Spain
Olivia,2002,74,Girl,Spain
Abigail,2002,75,Girl,Spain
Amelia,2002,20,Girl,Spain
Julia,2002,28,Girl,Spain
Zoe,2002,133,Girl,Spain
Maria,2002,104,Girl,Spain
Elizabeth,2002,83,Girl,Spain
Isabel,2002,52,Girl,Spain
Isabella,2002,31,Girl,Spain
Victoria,2002,59,Girl,Spain
Sara,2002,54,Girl,Spain
Clara,2002,49,Girl,Spain
Lara,2002,62,Girl,Spain
Alex,2002,27,Girl,Spain
Alicia,2002,49,Girl,Spain
Andrea,2002,58,Girl,Spain
Alana,2002,49,Girl,Spain
Natalia,2002,3,Girl,Spain
Sofia,2002,19,Girl,Spain
Carla,2002,23,Girl,Spain
Angel,2002,17,Girl,Spain
Lucia,2002,8,Girl,Spain
Emilia,2002,6,Girl,Spain
Elena,2002,18,Girl,Spain
Amanda,2002,28,Girl,Spain
Claudia,2002,27,Girl,Spain
Gabriela,2002,5,Girl,Spain
Lola,2002,4,Girl,Spain
Lia,2002,12,Girl,Spain
Samantha,2002,36,Girl,Spain
Ana,2002,9,Girl,Spain
Maia,2002,4,Girl,Spain
Paulina,2002,5,Girl,Spain
Alexa,2002,0,Girl,Spain
Martina,2002,8,Girl,Spain
Francesca,2002,11,Girl,Spain
Adriana,2002,0,Girl,Spain
Daniela,2002,3,Girl,Spain
Samara,2002,0,Girl,Spain
Elisa,2002,3,Girl,Spain
Luna,2002,0,Girl,Spain
Valeria,2002,0,Girl,Spain
Paula,2002,10,Girl,Spain
Bianca,2002,5,Girl,Spain
Antonia,2002,7,Girl,Spain
Ariana,2002,3,Girl,Spain
Carmen,2002,0,Girl,Spain
Regina,2002,0,Girl,Spain
Allison,2002,4,Girl,Spain
Alma,2002,5,Girl,Spain
Amalia,2002,0,Girl,Spain
Isadora,2002,0,Girl,Spain
Juliana,2002,4,Girl,Spain
Alba,2002,0,Girl,Spain
Amaia,2002,0,Girl,Spain
Aurora,2002,0,Girl,Spain
Celeste,2002,0,Girl,Spain
Luca,2002,0,Girl,Spain
Valentina,2002,0,Girl,Spain
Camila,2002,0,Girl,Spain
Catalina,2002,0,Girl,Spain
Dylan,2002,3,Girl,Spain
Jules,2002,0,Girl,Spain
Justina,2002,0,Girl,Spain
Luciana,2002,0,Girl,Spain
Mariana,2002,0,Girl,Spain
Miranda,2002,3,Girl,Spain
Renata,2002,0,Girl,Spain
Sage,2002,0,Girl,Spain
Salome,2002,0,Girl,Spain
Vera,2002,3,Girl,Spain
Noa,2002,0,Girl,Spain
Ivanna,2002,0,Girl,Spain
Alejandra,2002,0,Girl,Spain
Antonella,2002,0,Girl,Spain
Emma,2003,791,Girl,Spain
Emily,2003,273,Girl,Spain
Chloe,2003,412,Girl,Spain
Leah,2003,395,Girl,Spain
Mia,2003,131,Girl,Spain
Laura,2003,268,Girl,Spain
Nicole,2003,179,Girl,Spain
Eva,2003,100,Girl,Spain
Olivia,2003,70,Girl,Spain
Abigail,2003,102,Girl,Spain
Amelia,2003,26,Girl,Spain
Julia,2003,31,Girl,Spain
Zoe,2003,136,Girl,Spain
Maria,2003,91,Girl,Spain
Elizabeth,2003,116,Girl,Spain
Isabel,2003,45,Girl,Spain
Isabella,2003,31,Girl,Spain
Victoria,2003,63,Girl,Spain
Sara,2003,50,Girl,Spain
Clara,2003,62,Girl,Spain
Lara,2003,50,Girl,Spain
Alex,2003,29,Girl,Spain
Alicia,2003,46,Girl,Spain
Andrea,2003,57,Girl,Spain
Alana,2003,53,Girl,Spain
Natalia,2003,0,Girl,Spain
Sofia,2003,21,Girl,Spain
Carla,2003,30,Girl,Spain
Angel,2003,20,Girl,Spain
Lucia,2003,11,Girl,Spain
Emilia,2003,4,Girl,Spain
Elena,2003,25,Girl,Spain
Amanda,2003,18,Girl,Spain
Claudia,2003,26,Girl,Spain
Gabriela,2003,0,Girl,Spain
Lola,2003,7,Girl,Spain
Lia,2003,12,Girl,Spain
Samantha,2003,31,Girl,Spain
Ana,2003,13,Girl,Spain
Maia,2003,6,Girl,Spain
Paulina,2003,3,Girl,Spain
Alexa,2003,0,Girl,Spain
Martina,2003,8,Girl,Spain
Francesca,2003,12,Girl,Spain
Adriana,2003,6,Girl,Spain
Daniela,2003,0,Girl,Spain
Samara,2003,0,Girl,Spain
Elisa,2003,0,Girl,Spain
Luna,2003,3,Girl,Spain
Valeria,2003,4,Girl,Spain
Paula,2003,14,Girl,Spain
Bianca,2003,7,Girl,Spain
Antonia,2003,7,Girl,Spain
Ariana,2003,0,Girl,Spain
Carmen,2003,4,Girl,Spain
Regina,2003,3,Girl,Spain
Allison,2003,3,Girl,Spain
Alma,2003,0,Girl,Spain
Amalia,2003,3,Girl,Spain
Isadora,2003,0,Girl,Spain
Juliana,2003,0,Girl,Spain
Alba,2003,0,Girl,Spain
Amaia,2003,0,Girl,Spain
Aurora,2003,0,Girl,Spain
Celeste,2003,0,Girl,Spain
Luca,2003,0,Girl,Spain
Valentina,2003,0,Girl,Spain
Camila,2003,3,Girl,Spain
Catalina,2003,0,Girl,Spain
Dylan,2003,3,Girl,Spain
Jules,2003,0,Girl,Spain
Justina,2003,0,Girl,Spain
Luciana,2003,0,Girl,Spain
Mariana,2003,0,Girl,Spain
Miranda,2003,0,Girl,Spain
Renata,2003,0,Girl,Spain
Sage,2003,0,Girl,Spain
Salome,2003,0,Girl,Spain
Vera,2003,3,Girl,Spain
Noa,2003,0,Girl,Spain
Ivanna,2003,0,Girl,Spain
Alejandra,2003,0,Girl,Spain
Antonella,2003,0,Girl,Spain
Emma,2004,787,Girl,Spain
Emily,2004,346,Girl,Spain
Chloe,2004,453,Girl,Spain
Leah,2004,424,Girl,Spain
Mia,2004,163,Girl,Spain
Laura,2004,261,Girl,Spain
Nicole,2004,161,Girl,Spain
Eva,2004,127,Girl,Spain
Olivia,2004,83,Girl,Spain
Abigail,2004,140,Girl,Spain
Amelia,2004,53,Girl,Spain
Julia,2004,30,Girl,Spain
Zoe,2004,132,Girl,Spain
Maria,2004,103,Girl,Spain
Elizabeth,2004,91,Girl,Spain
Isabel,2004,85,Girl,Spain
Isabella,2004,48,Girl,Spain
Victoria,2004,67,Girl,Spain
Sara,2004,57,Girl,Spain
Clara,2004,45,Girl,Spain
Lara,2004,51,Girl,Spain
Alex,2004,58,Girl,Spain
Alicia,2004,49,Girl,Spain
Andrea,2004,26,Girl,Spain
Alana,2004,63,Girl,Spain
Natalia,2004,8,Girl,Spain
Sofia,2004,15,Girl,Spain
Carla,2004,24,Girl,Spain
Angel,2004,17,Girl,Spain
Lucia,2004,12,Girl,Spain
Emilia,2004,7,Girl,Spain
Elena,2004,15,Girl,Spain
Amanda,2004,24,Girl,Spain
Claudia,2004,26,Girl,Spain
Gabriela,2004,7,Girl,Spain
Lola,2004,9,Girl,Spain
Lia,2004,17,Girl,Spain
Samantha,2004,29,Girl,Spain
Ana,2004,15,Girl,Spain
Maia,2004,10,Girl,Spain
Paulina,2004,0,Girl,Spain
Alexa,2004,0,Girl,Spain
Martina,2004,7,Girl,Spain
Francesca,2004,6,Girl,Spain
Adriana,2004,5,Girl,Spain
Daniela,2004,7,Girl,Spain
Samara,2004,0,Girl,Spain
Elisa,2004,0,Girl,Spain
Luna,2004,0,Girl,Spain
Valeria,2004,3,Girl,Spain
Paula,2004,14,Girl,Spain
Bianca,2004,7,Girl,Spain
Antonia,2004,5,Girl,Spain
Ariana,2004,0,Girl,Spain
Carmen,2004,5,Girl,Spain
Regina,2004,5,Girl,Spain
Allison,2004,8,Girl,Spain
Alma,2004,0,Girl,Spain
Amalia,2004,0,Girl,Spain
Isadora,2004,0,Girl,Spain
Juliana,2004,4,Girl,Spain
Alba,2004,0,Girl,Spain
Amaia,2004,0,Girl,Spain
Aurora,2004,0,Girl,Spain
Celeste,2004,0,Girl,Spain
Luca,2004,0,Girl,Spain
Valentina,2004,0,Girl,Spain
Camila,2004,0,Girl,Spain
Catalina,2004,0,Girl,Spain
Dylan,2004,0,Girl,Spain
Jules,2004,0,Girl,Spain
Justina,2004,0,Girl,Spain
Luciana,2004,0,Girl,Spain
Mariana,2004,0,Girl,Spain
Miranda,2004,0,Girl,Spain
Renata,2004,0,Girl,Spain
Sage,2004,0,Girl,Spain
Salome,2004,0,Girl,Spain
Vera,2004,0,Girl,Spain
Noa,2004,0,Girl,Spain
Ivanna,2004,3,Girl,Spain
Alejandra,2004,0,Girl,Spain
Antonella,2004,0,Girl,Spain
Emma,2005,703,Girl,Spain
Emily,2005,385,Girl,Spain
Chloe,2005,440,Girl,Spain
Leah,2005,427,Girl,Spain
Mia,2005,192,Girl,Spain
Laura,2005,231,Girl,Spain
Nicole,2005,172,Girl,Spain
Eva,2005,131,Girl,Spain
Olivia,2005,99,Girl,Spain
Abigail,2005,146,Girl,Spain
Amelia,2005,63,Girl,Spain
Julia,2005,61,Girl,Spain
Zoe,2005,150,Girl,Spain
Maria,2005,99,Girl,Spain
Elizabeth,2005,85,Girl,Spain
Isabel,2005,76,Girl,Spain
Isabella,2005,62,Girl,Spain
Victoria,2005,47,Girl,Spain
Sara,2005,40,Girl,Spain
Clara,2005,62,Girl,Spain
Lara,2005,40,Girl,Spain
Alex,2005,49,Girl,Spain
Alicia,2005,64,Girl,Spain
Andrea,2005,50,Girl,Spain
Alana,2005,40,Girl,Spain
Natalia,2005,6,Girl,Spain
Sofia,2005,30,Girl,Spain
Carla,2005,27,Girl,Spain
Angel,2005,25,Girl,Spain
Lucia,2005,20,Girl,Spain
Emilia,2005,10,Girl,Spain
Elena,2005,18,Girl,Spain
Amanda,2005,24,Girl,Spain
Claudia,2005,28,Girl,Spain
Gabriela,2005,6,Girl,Spain
Lola,2005,12,Girl,Spain
Lia,2005,16,Girl,Spain
Samantha,2005,35,Girl,Spain
Ana,2005,13,Girl,Spain
Maia,2005,17,Girl,Spain
Paulina,2005,6,Girl,Spain
Alexa,2005,0,Girl,Spain
Martina,2005,10,Girl,Spain
Francesca,2005,16,Girl,Spain
Adriana,2005,4,Girl,Spain
Daniela,2005,6,Girl,Spain
Samara,2005,0,Girl,Spain
Elisa,2005,3,Girl,Spain
Luna,2005,0,Girl,Spain
Valeria,2005,0,Girl,Spain
Paula,2005,14,Girl,Spain
Bianca,2005,13,Girl,Spain
Antonia,2005,5,Girl,Spain
Ariana,2005,0,Girl,Spain
Carmen,2005,7,Girl,Spain
Regina,2005,0,Girl,Spain
Allison,2005,0,Girl,Spain
Alma,2005,0,Girl,Spain
Amalia,2005,3,Girl,Spain
Isadora,2005,0,Girl,Spain
Juliana,2005,0,Girl,Spain
Alba,2005,3,Girl,Spain
Amaia,2005,0,Girl,Spain
Aurora,2005,0,Girl,Spain
Celeste,2005,0,Girl,Spain
Luca,2005,0,Girl,Spain
Valentina,2005,0,Girl,Spain
Camila,2005,0,Girl,Spain
Catalina,2005,0,Girl,Spain
Dylan,2005,0,Girl,Spain
Jules,2005,0,Girl,Spain
Justina,2005,0,Girl,Spain
Luciana,2005,0,Girl,Spain
Mariana,2005,0,Girl,Spain
Miranda,2005,3,Girl,Spain
Renata,2005,0,Girl,Spain
Sage,2005,3,Girl,Spain
Salome,2005,0,Girl,Spain
Vera,2005,3,Girl,Spain
Noa,2005,0,Girl,Spain
Ivanna,2005,0,Girl,Spain
Alejandra,2005,0,Girl,Spain
Antonella,2005,0,Girl,Spain
Emma,2006,593,Girl,Spain
Emily,2006,396,Girl,Spain
Chloe,2006,375,Girl,Spain
Leah,2006,444,Girl,Spain
Mia,2006,235,Girl,Spain
Laura,2006,248,Girl,Spain
Nicole,2006,191,Girl,Spain
Eva,2006,146,Girl,Spain
Olivia,2006,120,Girl,Spain
Abigail,2006,146,Girl,Spain
Amelia,2006,80,Girl,Spain
Julia,2006,85,Girl,Spain
Zoe,2006,141,Girl,Spain
Maria,2006,92,Girl,Spain
Elizabeth,2006,106,Girl,Spain
Isabel,2006,88,Girl,Spain
Isabella,2006,99,Girl,Spain
Victoria,2006,55,Girl,Spain
Sara,2006,53,Girl,Spain
Clara,2006,74,Girl,Spain
Lara,2006,52,Girl,Spain
Alex,2006,73,Girl,Spain
Alicia,2006,55,Girl,Spain
Andrea,2006,46,Girl,Spain
Alana,2006,60,Girl,Spain
Natalia,2006,21,Girl,Spain
Sofia,2006,45,Girl,Spain
Carla,2006,33,Girl,Spain
Angel,2006,14,Girl,Spain
Lucia,2006,22,Girl,Spain
Emilia,2006,26,Girl,Spain
Elena,2006,24,Girl,Spain
Amanda,2006,26,Girl,Spain
Claudia,2006,19,Girl,Spain
Gabriela,2006,17,Girl,Spain
Lola,2006,22,Girl,Spain
Lia,2006,16,Girl,Spain
Samantha,2006,20,Girl,Spain
Ana,2006,10,Girl,Spain
Maia,2006,19,Girl,Spain
Paulina,2006,7,Girl,Spain
Alexa,2006,5,Girl,Spain
Martina,2006,6,Girl,Spain
Francesca,2006,7,Girl,Spain
Adriana,2006,5,Girl,Spain
Daniela,2006,10,Girl,Spain
Samara,2006,4,Girl,Spain
Elisa,2006,5,Girl,Spain
Luna,2006,4,Girl,Spain
Valeria,2006,6,Girl,Spain
Paula,2006,8,Girl,Spain
Bianca,2006,6,Girl,Spain
Antonia,2006,0,Girl,Spain
Ariana,2006,7,Girl,Spain
Carmen,2006,3,Girl,Spain
Regina,2006,0,Girl,Spain
Allison,2006,3,Girl,Spain
Alma,2006,3,Girl,Spain
Amalia,2006,0,Girl,Spain
Isadora,2006,0,Girl,Spain
Juliana,2006,3,Girl,Spain
Alba,2006,3,Girl,Spain
Amaia,2006,0,Girl,Spain
Aurora,2006,0,Girl,Spain
Celeste,2006,0,Girl,Spain
Luca,2006,3,Girl,Spain
Valentina,2006,0,Girl,Spain
Camila,2006,0,Girl,Spain
Catalina,2006,0,Girl,Spain
Dylan,2006,0,Girl,Spain
Jules,2006,0,Girl,Spain
Justina,2006,0,Girl,Spain
Luciana,2006,0,Girl,Spain
Mariana,2006,3,Girl,Spain
Miranda,2006,0,Girl,Spain
Renata,2006,0,Girl,Spain
Sage,2006,0,Girl,Spain
Salome,2006,0,Girl,Spain
Vera,2006,0,Girl,Spain
Noa,2006,0,Girl,Spain
